f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,label
10,0,0,0,0.33801,-1,-1,255,0,0,0,0,3.39,1.03,0.01,4.2,27.0,11,41.0,61.0,3337,374258,0,0,2,635,380,1,1091,1,0,0,1,4,31,93,0,0,1,0.417,1.000,1,108,0
10,0,0,0,0.999998,-1,-1,817,0,0,0,0,4.22,0.01,775.00,5.3,50.0,7,55.0,80.0,775,0,0,0,2,1279,462,0,1279,0,0,0,1,0,20,92,0,0,0,0.333,1.000,1,110,0
10,0,0,0,0.999998,-1,-1,819,0,0,0,0,4.28,0.00,1.00,5.3,50.0,8,55.0,80.0,1,0,0,0,2,1281,462,0,1279,0,0,0,1,0,30,97,0,0,1,0.308,1.000,1,110,0
10,0,0,0,0.999998,-1,-1,825,0,0,0,0,4.79,1.14,0.33,5.5,50.0,15,55.0,80.0,28066,85652,0,0,2,1287,462,0,1279,0,0,0,0,0,16,92,0,0,1,0.571,1.000,1,110,0
10,0,0,0,0.999998,-1,-1,822,0,0,0,0,4.79,1.03,0.03,5.5,50.0,15,55.0,80.0,3317,104884,0,0,2,1284,462,0,1279,1,0,0,0,0,26,92,0,0,0,0.571,1.000,1,110,0
10,0,0,0,0.999998,-1,-1,830,0,0,0,0,4.79,0.28,0.19,5.5,50.0,15,55.0,80.0,4476,24023,0,0,2,1292,462,0,1279,0,0,0,0,0,61,92,0,0,0,0.571,1.000,1,110,0
10,0,0,0,0.999998,-1,-1,15,0,0,0,0,4.87,0.02,0.55,5.6,50.0,15,57.0,83.0,803,1453,0,0,2,477,462,0,1279,0,0,0,1,7,26,85,0,0,1,1.000,1.000,1,110,0
4,0,0,0,0.997529,-1,-1,223,0,0,0,0,2.83,1.04,0.02,4.3,11.0,11,25.0,60.0,3190,208704,0,0,2,318,95,2,-1,0,0,0,1,22,82,96,0,0,0,0.182,1.000,1,-1,0
4,0,0,0,0.997529,-1,-1,57,0,0,0,0,2.79,1.01,0.00,4.3,16.0,9,21.0,65.0,653,244309,0,0,1,152,95,2,-1,1,0,0,0,2,96,96,0,0,0,0.250,1.000,1,-1,0
4,0,0,0,0.997529,-1,-1,-91,0,0,0,0,2.44,0.45,0.02,4.2,19.0,5,20.0,56.0,699,44256,0,0,1,4,95,2,-1,1,0,0,0,6,38,84,0,0,0,0.222,1.000,1,-1,0
4,0,0,0,0.997529,-1,-1,45,0,0,0,0,2.85,0.01,0.03,4.3,16.0,11,20.0,60.0,18,640,0,0,0,140,95,2,-1,1,0,0,1,0,14,46,0,0,0,0.200,1.000,1,-1,0
3,1,0,1,5.95E-4,-1,5,162,0,0,0,0,4.00,0.20,0.29,5.3,50.0,9,63.0,40.0,3918,13706,0,0,2,387,225,1,376,1,0,0,1,62,60,90,0,1,1,0.143,1.000,1,103,0
6,0,0,0,0.001254,-1,-1,-1595,0,0,0,0,2.70,0.05,0.34,4.1,18.0,7,22.0,67.0,1037,3091,0,0,2,28,1623,3,-1,1,0,0,1,30,64,86,0,0,1,0.091,0.500,1,-1,0
6,0,0,0,0.001254,-1,-1,-1555,0,0,0,0,2.97,0.00,156.00,4.8,23.0,4,29.0,79.0,156,0,0,0,0,68,1623,3,-1,1,0,0,1,10,16,49,0,1,1,0.250,0.667,1,-1,0
6,0,0,0,0.001254,-1,-1,-1140,0,0,0,0,2.84,0.71,0.03,4.4,27.0,2,31.0,76.0,2275,68136,0,0,2,483,1623,3,-1,1,0,0,1,28,29,97,0,1,1,0.143,0.333,1,-1,0
6,0,0,0,0.001254,-1,-1,-1598,0,0,0,0,2.66,0.06,0.19,4.1,18.0,6,22.0,69.0,770,3988,0,0,2,25,1623,3,-1,1,0,0,1,42,41,87,0,1,1,0.100,0.500,1,-1,0
6,0,0,0,0.001254,-1,-1,-1157,0,0,0,0,2.77,0.71,0.03,4.4,27.0,2,26.0,76.0,1897,68136,0,0,1,466,1623,3,-1,1,0,0,1,30,18,96,0,1,1,0.111,0.333,1,-1,0
6,0,0,0,0.001254,-1,-1,-1149,0,0,0,0,2.71,0.71,0.03,4.4,24.0,2,26.0,76.0,2123,68136,0,0,1,474,1623,3,-1,1,0,0,1,29,18,98,0,1,1,0.125,0.333,1,-1,0
6,0,0,0,0.001254,-1,-1,-1595,0,0,0,0,2.70,0.05,0.34,4.1,18.0,7,22.0,67.0,1037,3091,0,0,2,28,1623,3,-1,1,0,0,1,30,64,86,0,0,1,0.091,0.500,1,-1,0
6,0,0,0,0.001254,-1,-1,-1555,0,0,0,0,2.97,0.00,156.00,4.8,23.0,4,29.0,79.0,156,0,0,0,0,68,1623,3,-1,1,0,0,1,10,16,49,0,1,1,0.250,0.667,1,-1,0
6,0,0,0,0.001254,-1,-1,-1140,0,0,0,0,2.84,0.71,0.03,4.4,27.0,2,31.0,76.0,2275,68136,0,0,2,483,1623,3,-1,1,0,0,1,28,29,97,0,1,1,0.143,0.333,1,-1,0
6,0,0,0,0.001254,-1,-1,-1598,0,0,0,0,2.66,0.06,0.19,4.1,18.0,6,22.0,69.0,770,3988,0,0,2,25,1623,3,-1,1,0,0,1,42,41,87,0,1,1,0.100,0.500,1,-1,0
6,0,0,0,0.001254,-1,-1,-1157,0,0,0,0,2.77,0.71,0.03,4.4,27.0,2,26.0,76.0,1897,68136,0,0,1,466,1623,3,-1,1,0,0,1,30,18,96,0,1,1,0.111,0.333,1,-1,0
6,0,0,0,0.001254,-1,-1,-1149,0,0,0,0,2.71,0.71,0.03,4.4,24.0,2,26.0,76.0,2123,68136,0,0,1,474,1623,3,-1,1,0,0,1,29,18,98,0,1,1,0.125,0.333,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.16,0.00,0.00,4.8,50.0,0,80.0,90.0,0,0,0,0,3,0,2,3,0,1,0,1,1,0,186,87,0,0,0,0.071,1.000,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.16,0.00,0.00,4.8,50.0,0,80.0,90.0,0,0,0,0,3,0,2,3,0,1,0,0,1,0,98,85,0,0,0,0.077,1.000,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.16,0.00,0.00,4.8,50.0,0,80.0,90.0,0,0,0,0,3,0,2,3,0,0,0,0,1,0,86,88,0,0,1,0.077,1.000,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.13,0.00,0.00,4.7,50.0,0,80.0,89.0,0,0,0,0,2,0,2,3,0,1,0,0,1,0,34,94,0,0,0,0.182,1.000,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.11,0.00,0.00,4.7,50.0,0,80.0,87.0,0,0,0,0,2,0,2,3,0,0,0,0,1,0,36,87,0,0,0,0.111,1.000,1,-1,0
2,0,1,1,2.69E-4,10,5,-2,0,0,0,0,4.13,0.00,0.00,4.6,50.0,0,80.0,90.0,0,0,0,0,3,0,2,3,0,1,0,0,1,0,265,104,0,0,0,0.067,1.000,1,-1,0
9,0,0,0,0.999999,-1,-1,-491,0,0,0,0,2.86,0.17,0.00,3.9,29.0,10,33.0,34.0,0,16595,0,0,2,52,543,1,-1,1,0,0,0,1,40,90,0,0,0,0.167,1.000,1,-1,0
9,0,0,0,0.999999,-1,-1,-491,0,0,0,0,2.86,0.17,0.00,3.9,29.0,10,33.0,34.0,0,16595,0,0,2,52,543,1,-1,1,0,0,0,1,40,90,0,0,0,0.167,1.000,1,-1,0
5,0,0,0,0.115956,-1,-1,-864,0,0,0,0,3.39,0.02,1395.00,4.2,43.0,3,52.0,65.0,1395,0,0,0,0,58,922,0,15,1,0,1,1,32,24,0,0,0,0,0.077,0.000,1,-1,0
5,0,0,0,0.115956,-1,-1,-908,0,0,0,0,3.43,0.04,2265.00,4.2,43.0,4,52.0,63.0,2265,0,0,0,0,14,922,0,15,0,0,1,0,54,27,0,0,0,0,0.059,0.000,1,-1,0
5,0,0,0,0.115956,-1,-1,-811,0,0,0,0,3.28,0.14,0.10,4.0,43.0,3,52.0,59.0,1263,12058,0,0,0,111,922,0,15,0,0,1,0,12,12,0,0,0,0,0.000,0.000,1,-1,0
2,0,0,0,2.67E-4,3,5,422,0,0,0,0,4.53,1.26,0.19,5.2,50.0,7,78.0,78.0,20446,105241,0,0,2,504,82,2,6,1,0,1,1,160,73,95,0,0,0,0.100,1.000,1,102,0
4,0,0,0,0.010955,-1,-1,-1072,0,0,0,0,2.90,0.66,0.01,3.9,23.0,5,49.0,55.0,383,65336,0,0,2,763,1835,0,-1,1,0,0,1,0,43,94,0,1,0,0.200,1.000,1,-1,0
8,0,0,0,0.143467,1,0,-1,1,1,0,0,2.71,0.00,0.00,4.4,27.0,0,34.0,72.0,0,0,0,0,2,0,1,11,-1,1,0,0,1,0,25,97,0,0,0,0.500,1.000,1,104,0
8,0,0,0,0.143467,1,0,-1,1,1,0,0,2.70,0.00,0.00,4.7,23.0,0,35.0,72.0,0,0,0,0,1,0,1,11,-1,0,0,0,1,0,13,92,0,0,1,0.462,1.000,1,104,0
8,0,0,0,0.143467,1,0,1,1,1,1,0,4.03,0.00,0.12,4.1,50.0,5,62.0,85.0,21,176,0,0,3,2,1,11,-1,0,0,0,0,0,57,89,0,0,1,0.375,1.000,1,104,0
8,0,0,0,0.143467,1,0,-1,1,1,0,0,2.82,0.00,0.00,4.4,27.0,0,42.0,71.0,0,0,0,0,2,0,1,11,-1,0,0,0,1,0,18,98,0,0,0,0.429,1.000,1,104,0
8,0,0,0,0.143467,1,0,-1,1,1,0,0,2.82,0.00,0.00,4.4,27.0,0,42.0,71.0,0,0,0,0,2,0,1,11,-1,0,0,0,1,0,52,98,0,0,0,0.429,1.000,1,104,0
6,0,0,0,0.003658,-1,-1,-530,0,0,0,0,3.91,0.35,0.09,4.6,50.0,2,62.0,84.0,2898,31871,0,0,1,28,558,5,28,0,0,0,0,11,8,104,0,0,1,0.182,1.000,0,-1,0
6,0,0,0,0.003658,-1,-1,-464,0,0,0,0,3.32,0.49,0.03,4.4,32.0,4,45.0,78.0,1391,47820,0,0,2,94,558,5,28,0,0,0,1,6,38,96,0,1,1,0.062,1.000,0,-1,0
6,0,0,0,0.003658,-1,-1,-413,0,0,0,0,3.10,1.03,0.02,4.5,31.0,1,43.0,79.0,2749,125280,0,0,1,145,558,5,28,1,0,0,1,9,37,90,0,0,1,0.143,1.000,0,-1,0
6,0,0,0,0.003658,-1,-1,-413,0,0,0,0,3.13,0.12,0.10,4.6,31.0,1,43.0,80.0,1115,11230,0,0,1,145,558,5,28,1,0,1,1,0,32,90,0,0,1,0.111,1.000,0,-1,0
10,0,0,0,0.999999,-1,-1,-1317,0,0,0,0,3.39,0.01,0.02,4.2,37.0,8,42.0,60.0,11,697,0,0,2,110,1427,0,144,1,0,0,0,0,92,90,0,0,0,0.400,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-1354,0,0,0,0,3.81,0.01,0.04,4.3,37.0,12,49.0,62.0,59,1369,0,0,2,73,1427,0,144,1,0,0,1,0,76,91,0,0,0,0.571,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-1136,0,0,0,0,3.38,0.41,0.04,4.1,37.0,6,49.0,63.0,1437,39430,0,0,0,291,1427,0,144,1,0,1,1,2,21,87,0,0,0,0.267,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-675,0,0,0,0,3.15,1.45,0.02,4.1,26.0,7,40.0,68.0,38258,1837062,0,0,2,752,1427,0,144,0,0,0,1,206,44,90,0,0,0,0.333,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-553,0,0,0,0,2.85,0.99,0.59,4.1,26.0,5,30.0,67.0,37047,62439,0,0,2,874,1427,0,144,1,0,0,0,0,65,91,0,0,0,0.235,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-590,0,0,0,0,3.63,0.15,0.02,4.0,41.0,8,53.0,62.0,231,15215,0,0,2,837,1427,0,144,0,0,0,1,0,15,85,0,0,0,0.429,0.500,1,-1,0
10,0,0,0,0.999999,-1,-1,-722,0,0,0,0,2.99,0.67,0.04,4.1,34.0,6,32.0,57.0,2395,64219,0,0,2,705,1427,0,144,1,0,0,1,0,115,89,0,0,0,0.300,1.000,1,-1,0
10,0,0,0,0.999999,-1,-1,-1283,0,0,0,0,3.33,0.06,0.04,4.1,34.0,5,46.0,73.0,252,5902,0,0,3,144,1427,0,144,1,0,0,0,5,29,93,0,0,0,0.273,1.000,1,-1,0
4,0,0,0,0.004665,-1,-1,-1295,0,0,0,0,4.27,0.32,0.02,4.8,50.0,10,50.0,82.0,573,29475,0,0,0,169,1464,0,893,1,0,0,0,44,34,85,0,0,0,0.286,1.000,1,-1,0
4,0,0,0,0.004665,-1,-1,-1295,0,0,0,0,4.27,0.32,0.02,4.8,50.0,10,50.0,82.0,573,29475,0,0,0,169,1464,0,893,1,0,0,0,44,34,85,0,0,0,0.286,1.000,1,-1,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.63,0.02,0.00,4.7,50.0,7,52.0,43.0,2,1936,0,0,1,5,3,11,5,0,0,0,1,1,23,89,0,0,0,0.267,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.97,0.06,0.02,4.8,50.0,9,62.0,46.0,123,6312,0,0,0,5,3,11,5,0,0,0,0,0,8,86,0,0,0,0.333,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.97,0.00,0.00,5.4,50.0,10,52.0,44.0,0,3,0,0,0,5,3,11,5,0,0,0,0,0,9,89,0,0,0,0.400,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.77,0.00,4.26,5.3,50.0,8,52.0,40.0,81,19,0,0,2,5,3,11,5,1,0,0,0,1,19,94,0,0,0,0.250,1.000,1,111,0
8,0,0,0,0.007015,3,0,1,1,0,0,0,3.79,0.02,0.01,4.8,50.0,9,52.0,44.0,11,1713,0,0,0,4,3,11,5,1,0,0,1,0,10,89,0,0,0,0.333,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.63,0.02,0.00,4.7,50.0,7,52.0,43.0,2,1936,0,0,1,5,3,11,5,0,0,0,1,1,23,89,0,0,0,0.267,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.97,0.06,0.02,4.8,50.0,9,62.0,46.0,123,6312,0,0,0,5,3,11,5,0,0,0,0,0,8,86,0,0,0,0.333,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.97,0.00,0.00,5.4,50.0,10,52.0,44.0,0,3,0,0,0,5,3,11,5,0,0,0,0,0,9,89,0,0,0,0.400,1.000,1,111,0
8,0,0,0,0.007015,3,0,2,1,0,0,0,3.77,0.00,4.26,5.3,50.0,8,52.0,40.0,81,19,0,0,2,5,3,11,5,1,0,0,0,1,19,94,0,0,0,0.250,1.000,1,111,0
8,0,0,0,0.007015,3,0,1,1,0,0,0,3.79,0.02,0.01,4.8,50.0,9,52.0,44.0,11,1713,0,0,0,4,3,11,5,1,0,0,1,0,10,89,0,0,0,0.333,1.000,1,111,0
6,0,0,0,0.012484,2,0,616,0,1,0,0,3.49,0.11,0.16,4.5,35.0,8,38.0,73.0,1395,8956,0,0,2,619,3,4,-1,0,0,0,1,5,60,95,0,0,0,0.333,1.000,1,-1,0
6,0,0,0,0.012484,2,0,184,0,1,0,0,3.78,0.01,0.24,4.5,35.0,8,52.0,79.0,239,1013,0,0,2,187,3,4,-1,1,0,0,0,5,86,90,0,1,0,0.267,1.000,1,-1,0
6,0,0,0,0.001913,-1,-1,82,0,0,0,0,3.05,0.44,0.03,4.3,21.0,8,35.0,66.0,1458,42181,0,0,0,350,268,3,627,0,0,1,0,9,6,0,0,0,0,0.375,1.000,1,-1,0
6,0,0,0,0.001913,-1,-1,-42,0,0,0,0,2.78,0.85,0.00,4.3,19.0,7,25.0,65.0,402,84474,0,0,2,226,268,3,627,1,0,0,0,1,56,84,0,0,1,0.500,1.000,1,-1,0
6,0,0,0,0.001913,-1,-1,91,0,0,0,0,2.95,0.65,0.01,4.2,21.0,7,35.0,65.0,760,63842,0,0,0,359,268,3,627,0,0,1,0,4,11,0,0,0,0,0.300,1.000,1,-1,0
6,0,0,0,0.001913,-1,-1,22,0,0,0,0,2.70,0.35,0.04,4.2,21.0,5,30.0,61.0,1231,33735,0,0,0,290,268,3,627,0,0,1,0,0,7,0,0,0,0,0.417,1.000,1,-1,0
5,0,0,0,0.004208,-1,-1,-2,0,0,0,0,4.73,0.01,0.39,5.4,50.0,12,63.0,83.0,361,936,0,0,2,804,806,1,847,1,0,0,0,0,93,85,0,0,0,0.500,1.000,1,-1,0
5,0,0,0,0.004208,-1,-1,-581,0,0,1,0,4.20,0.06,0.14,4.2,50.0,8,62.0,81.0,722,5189,0,0,2,225,806,1,847,1,0,0,0,6,15,85,0,0,0,0.250,1.000,1,-1,0
5,0,0,0,0.004208,-1,-1,74,0,0,0,0,4.06,0.66,0.00,4.7,50.0,4,62.0,84.0,249,65604,0,0,2,880,806,1,847,1,0,0,1,0,41,91,0,1,1,0.167,1.000,1,-1,0
5,0,0,0,0.004208,-1,-1,41,0,0,0,0,4.11,0.66,0.00,4.8,50.0,6,57.0,82.0,215,65604,0,0,1,847,806,1,847,0,0,0,1,0,40,87,0,1,1,0.286,1.000,1,-1,0
6,0,1,1,0.023294,11,5,-58,0,0,0,0,4.15,1.47,0.28,4.6,50.0,5,63.0,86.0,35453,128113,0,0,3,9,67,1,2,1,0,0,1,348,75,90,0,0,0,0.154,0.500,1,112,0
9,0,0,0,0.079954,5,5,50,0,0,0,0,4.85,0.00,10.00,5.3,50.0,10,80.0,84.0,10,0,0,0,1,53,3,4,19,0,0,0,1,1,16,96,0,0,0,0.444,1.000,1,111,0
9,0,0,0,0.079954,5,5,43,0,0,1,0,4.74,0.00,54.00,5.2,50.0,11,73.0,80.0,54,0,0,0,1,46,3,4,19,0,0,0,1,1,45,90,0,0,0,0.421,1.000,1,111,0
7,0,0,0,0.059363,-1,-1,-113,0,0,0,0,4.00,0.00,0.38,4.8,30.0,9,62.0,83.0,15,39,0,0,2,128,241,1,27,0,0,0,0,1,16,96,0,0,0,0.417,1.000,1,107,0
10,0,0,0,0.999993,-1,-1,-756,0,0,0,0,3.04,0.41,0.05,3.9,31.0,10,12.0,73.0,1753,38861,0,0,3,1096,1852,0,-1,1,0,0,1,0,200,89,0,0,0,0.300,1.000,1,-1,0
10,0,0,0,0.999993,-1,-1,-671,0,0,0,0,2.97,0.50,0.03,3.9,31.0,10,12.0,67.0,1241,48399,0,0,2,1181,1852,0,-1,1,0,0,0,0,55,89,0,0,0,0.300,1.000,1,-1,0
10,0,0,0,0.999993,-1,-1,-971,0,0,0,0,3.10,0.83,0.15,4.3,23.0,11,21.0,68.0,11098,71852,0,0,2,881,1852,0,-1,1,0,0,1,0,156,86,0,0,0,0.250,0.667,1,-1,0
7,0,0,0,0.059363,-1,-1,-163,0,0,0,0,2.70,0.00,0.06,4.1,25.0,4,23.0,71.0,26,430,0,0,1,78,241,1,27,1,0,1,1,0,17,91,0,0,0,0.294,1.000,1,107,0
2,1,0,0,1.2E-4,-1,5,-424,0,0,0,0,4.15,0.00,93.00,4.6,50.0,5,73.0,73.0,93,0,0,0,2,42,466,2,98,1,0,1,1,1,78,83,0,0,1,0.091,1.000,1,112,0
2,1,0,0,1.2E-4,-1,5,-432,0,0,0,0,3.85,0.00,17.00,4.4,50.0,3,68.0,68.0,17,0,0,0,2,34,466,2,98,1,0,0,1,0,60,82,0,0,0,0.077,1.000,1,112,0
3,0,0,0,3.2E-4,7,4,-205,0,0,0,0,4.24,1.92,0.02,4.5,50.0,5,77.0,77.0,88964,4234051,0,0,2,14,219,6,53,1,0,0,1,92,90,95,0,0,0,0.083,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,-125,0,0,0,0,4.80,1.34,0.11,5.2,50.0,11,78.0,78.0,33068,303611,0,0,1,94,219,6,53,1,0,0,1,14,16,92,0,0,0,0.083,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,334,0,0,0,0,4.73,2.20,0.02,5.2,50.0,10,78.0,78.0,100000,4234051,0,0,2,553,219,6,53,1,0,0,1,615,17,91,0,0,0,0.091,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,-147,0,0,0,0,4.54,1.32,0.10,5.1,50.0,9,74.0,74.0,30890,303611,0,0,2,72,219,6,53,1,0,0,1,23,23,92,0,0,0,0.059,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,-153,0,0,0,0,4.53,1.68,0.08,5.2,50.0,7,78.0,78.0,39070,503057,0,0,2,66,219,6,53,1,0,1,1,863,67,91,0,0,0,0.100,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,303,0,0,0,0,4.64,2.40,0.07,5.3,50.0,7,80.0,83.0,100000,1492088,0,0,2,522,219,6,53,1,0,0,1,1197,35,90,0,0,0,0.250,0.000,1,110,0
3,0,0,0,3.2E-4,7,4,-115,0,0,0,0,4.75,1.23,0.03,5.3,50.0,9,80.0,81.0,22079,650437,0,0,1,104,219,6,53,1,0,0,1,20,30,94,0,0,0,0.125,0.000,1,110,0
7,0,0,0,0.999998,4,5,-20,0,0,0,0,4.11,0.01,448.00,5.0,46.0,11,41.0,78.0,448,0,0,0,0,23,43,2,20,0,0,0,1,4,6,86,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-23,0,0,0,0,4.11,0.00,339.00,5.0,46.0,11,42.0,77.0,339,0,0,0,0,20,43,2,20,0,0,0,1,3,7,84,0,0,0,0.833,1.000,1,104,0
7,0,0,0,0.999998,4,5,-22,0,0,0,0,4.03,0.00,200.00,5.0,46.0,10,41.0,77.0,200,0,0,0,0,21,43,2,20,0,0,0,1,2,7,73,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-24,0,0,0,0,4.10,0.00,133.00,5.0,46.0,11,41.0,77.0,133,0,0,0,1,19,43,2,20,0,0,0,1,1,7,84,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-22,0,0,0,0,4.04,0.00,129.00,5.0,46.0,10,41.0,78.0,129,0,0,0,0,21,43,2,20,0,0,0,1,0,7,96,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-22,0,0,0,0,4.03,0.00,139.00,5.0,46.0,10,41.0,77.0,139,0,0,0,0,21,43,2,20,0,0,0,1,0,8,93,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-19,0,0,0,0,4.03,0.00,144.00,5.0,46.0,10,41.0,77.0,144,0,0,0,0,24,43,2,20,0,0,0,1,2,7,91,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-20,0,0,0,0,4.03,0.00,123.00,5.0,46.0,10,41.0,77.0,123,0,0,0,0,23,43,2,20,0,0,0,1,1,8,84,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-19,0,0,0,0,4.03,0.00,184.00,5.0,46.0,10,41.0,77.0,184,0,0,0,0,24,43,2,20,0,0,0,1,2,7,84,0,0,0,0.714,1.000,1,104,0
7,0,0,0,0.999998,4,5,-24,0,0,0,0,4.03,0.00,159.00,5.0,46.0,10,41.0,77.0,159,0,0,0,1,19,43,2,20,0,0,0,1,0,8,84,0,0,0,0.714,1.000,1,104,0
8,0,0,0,0.424326,-1,-1,-164,0,0,0,0,3.93,0.41,0.05,4.8,50.0,6,55.0,69.0,1823,38466,0,0,2,229,393,4,229,1,0,0,0,29,27,95,0,0,0,0.364,0.000,1,107,0
8,0,0,0,0.424326,-1,-1,-291,0,0,0,0,3.20,0.12,0.10,4.2,38.0,2,50.0,66.0,1120,10836,0,0,2,102,393,4,229,1,0,0,1,12,18,86,0,0,0,0.286,0.500,1,107,0
8,0,0,0,0.424326,-1,-1,-262,0,0,0,0,3.50,0.00,0.07,4.5,38.0,6,46.0,69.0,20,298,0,0,2,131,393,4,229,1,0,0,0,1,15,96,0,0,0,0.417,0.750,1,107,0
8,0,0,0,0.424326,-1,-1,-230,0,0,0,0,3.00,0.43,0.10,3.9,32.0,2,51.0,62.0,3743,38466,0,0,2,163,393,4,229,1,0,0,0,37,22,90,0,0,0,0.273,0.000,1,107,0
8,0,0,0,0.424326,-1,-1,-93,0,0,0,0,3.11,0.52,0.01,4.1,38.0,3,40.0,67.0,260,51150,0,0,1,300,393,4,229,1,0,0,0,3,12,93,0,0,0,0.222,0.500,1,107,0
8,0,0,0,0.424326,-1,-1,-158,0,0,0,0,3.13,0.00,0.11,4.0,29.0,7,40.0,63.0,28,264,0,0,2,235,393,4,229,0,0,0,1,0,16,100,0,0,0,0.385,0.667,1,107,0
8,0,0,0,0.424326,-1,-1,-233,0,0,0,0,2.67,0.31,0.06,4.0,28.0,5,23.0,59.0,1757,28799,0,0,1,160,393,4,229,1,0,0,1,3,14,91,0,0,0,0.400,0.667,1,107,0
8,0,0,0,0.424326,-1,-1,-138,0,0,0,0,2.31,0.15,0.01,3.8,17.0,4,22.0,57.0,153,14406,0,0,2,255,393,4,229,1,0,1,0,0,315,104,0,1,1,0.385,0.667,1,107,0
3,0,0,0,3.34E-4,-1,-1,-575,0,0,0,0,4.58,0.56,0.10,5.3,50.0,7,79.0,79.0,4867,50064,0,0,0,161,736,4,21,1,0,0,0,47,14,61,0,0,0,0.222,1.000,1,111,0
3,0,0,0,3.34E-4,-1,-1,-717,0,0,0,0,4.81,0.01,0.00,4.8,50.0,11,80.0,83.0,0,0,0,0,0,19,736,4,21,1,0,0,0,19,12,31,0,0,0,0.667,1.000,1,111,0
3,0,0,0,3.34E-4,-1,-1,-612,0,0,0,0,4.14,0.26,0.01,4.4,50.0,5,74.0,74.0,148,25961,0,0,0,124,736,4,21,1,0,0,0,4,16,0,0,0,0,0.182,1.000,1,111,0
3,0,0,0,3.34E-4,-1,-1,-629,0,0,0,0,4.03,0.01,0.34,4.5,50.0,3,74.0,74.0,120,348,0,0,0,107,736,4,21,1,0,0,0,5,14,0,0,0,0,0.167,1.000,1,111,0
3,0,0,0,3.34E-4,-1,-1,-682,0,0,0,0,3.80,0.01,0.14,4.0,50.0,1,74.0,74.0,90,648,0,0,0,54,736,4,21,1,0,0,0,0,16,88,0,0,0,0.200,1.000,1,111,0
6,0,0,0,0.042781,-1,-1,-770,0,0,1,0,3.07,0.87,0.06,4.3,28.0,6,31.0,72.0,5244,81971,0,0,2,5,775,0,31,0,0,0,1,1,32,102,0,1,0,0.231,1.000,1,-1,0
6,0,0,0,0.042781,-1,-1,-761,0,0,0,0,3.39,0.09,3.73,4.1,31.0,7,40.0,80.0,6772,1816,0,0,2,14,775,0,31,1,0,0,0,1,38,94,0,1,1,0.333,1.000,0,-1,0
6,0,0,0,0.042781,-1,-1,-14,0,0,0,0,3.26,0.79,0.03,4.2,23.0,8,36.0,81.0,2137,76685,0,0,3,761,775,0,31,1,0,0,0,12,48,93,0,1,0,0.250,1.000,1,-1,0
6,0,0,0,0.067479,-1,-1,-551,0,0,0,0,2.92,0.44,0.04,4.0,18.0,6,35.0,76.0,1664,41520,0,0,2,621,1172,0,-1,1,0,0,1,25,90,90,0,0,0,0.333,1.000,1,-1,0
7,0,0,0,0.999836,-1,-1,-387,0,0,0,0,2.38,1.44,0.05,4.1,18.0,3,16.0,70.0,37287,678469,0,0,0,491,878,1,-1,1,0,0,1,201,26,83,0,0,0,0.231,1.000,1,111,0
7,0,0,0,0.999836,-1,-1,-725,0,0,0,0,2.43,1.01,0.00,3.9,22.0,4,21.0,59.0,1166,584340,0,0,1,153,878,1,-1,1,0,0,0,2,71,92,0,0,0,0.143,0.500,1,111,0
